source,target
96367,4149
791086,685975
170514,298850
544881,179625
200905,285534
1337753,443527
315842,183183
74008,205124
95686,276159
73665,221217
115848,1830
740017,617094
494642,421533
539130,418202
712054,690047
1240105,765781
477189,540121
933746,177503
629178,58586
53136,293410
642574,443510
1162417,798178
1568794,1593278
76241,768391
265543,73170
578360,165772
228790,325611
510875,320618
274337,425831
174802,175083
195447,331145
10147,119946
2412,471088
705105,705106
51889,361233
136754,313573
680961,1331309
386096,575580
371911,560896
782961,350545
703781,860465
1209861,215992
121304,511421
100569,850268
1555063,1320990
145518,340739
966137,510750
546265,416053
474030,216792
710913,580113
242863,351410
435674,199062
239479,283550
128888,175289
999543,342204
1305176,161845
609176,698681
119734,694311
275791,1164730
333196,333344
733498,276570
397825,27641
793675,162021
443100,188320
698909,64598
429172,551341
44495,303486
1073306,553430
453797,263323
853407,284183
439796,459086
467898,454527
103588,837745
1542041,990584
94088,21379
155740,788387
385909,825331
467149,947324
618063,66273
492160,385285
626424,150624
420144,453830
39600,516316
265789,40827
637866,1039062
492965,116403
1075602,835456
230281,436382
46941,110393
323468,323429
462753,72585
33761,725170
319722,499976
701418,344256
55002,114431
763009,265918
151044,1406988
702044,741933
748975,811302
199240,258712
525928,514024
617292,639739
305183,490448
335777,84358
244602,52145
405131,1313829
795730,725562
525235,1457196
555915,348877
480860,859375
1177113,383883
213330,49758
326981,81083
16009,282399
807106,171158
671485,994963
261334,505511
455773,997836
362909,169428
683406,424632
378979,104772
589405,242885
212092,353249
516204,481343
854975,374136
910290,119438
322348,104564
145285,746867
1260293,600967
669617,426768
486886,227512
186451,151211
2177,9326
1111247,1100451
585430,1121714
1119308,334390
379945,887067
113514,430941
152362,1111515
330657,763399
929792,576571
87137,301415
34561,312134
1043649,205257
488546,30680
40894,131696
524043,158565
1236993,1302500
103047,229718
351410,648059
60043,388108
319482,319524
335750,333991
96786,621811
4586,74916
72298,563255
353087,878199
259732,30369
291108,77765
1417131,608494
256427,256387
765236,958433
385288,58749
679887,1475687
446145,590873
340899,856310
219370,34503
266439,420414
437510,964816
650162,493283
463382,462429
333969,1253549
259595,198117
263995,44495
804001,482530
818283,488943
293349,810441
1296564,949835
431052,430825
286852,1521194
72985,527855
128489,566895
198571,601126
407824,385712
365774,594295
216330,613431
3519,81407
4222,93005
35574,313449
321919,94039
464671,266991
381748,954714
272577,56221
461642,668938
884160,454286
944314,281768
348916,356392
941644,127852
473919,362736
1108980,478266
97097,118513
231339,406747
678073,385542
39416,579530
292223,15252
50202,8611
348715,436001
317510,613857
287767,285375
199187,275651
261746,77231
77882,204120
113339,132422
131076,41403
1325296,847670
200349,573637
1135488,1097960
241537,273428
203407,1072916
48089,7909
842160,92550
452640,452443
542667,1013432
572041,550126
409905,266320
235770,681524
3036,13666
105437,104542
923860,121857
1076466,540961
1021404,183014
152723,123720
152603,530348
471692,433500
341034,138724
1618970,1476990
478158,410521
360479,780161
10715,819098
452912,463239
856168,1509616
179541,664507
1033027,341339
256107,891492
978590,594277
407544,138591
1163674,1067389
28121,26386
760813,587575
43957,549795
388699,757728
12794,64298
189758,504083
342783,323228
146238,404963
30880,50443
1249074,1107564
587395,933650
237794,751307
946086,564107
210947,526807
113330,90031
162060,633035
453062,545557
618106,153959
345523,172883
42016,537629
129576,770394
30586,224794
911627,116750
694798,640883
268291,548142
763070,251304
32984,19383
485688,188497
571822,527321
771912,686059
478477,379858
171235,486401
19987,258143
568346,329473
859162,977457
1192108,271966
219593,959913
794034,821006
48475,629769
162427,873764
211957,540414
653884,741756
529703,369644
7401,11560
536906,1130928
842879,291958
368078,46995
610701,809889
45911,567581
989019,651126
566397,116245
413163,411535
552182,636871
421763,502038
1167617,728279
1062887,869124
980616,144422
1357942,1284673
526355,378806
1221783,1360270
424239,261097
98734,268785
1048030,250257
214748,213671
271711,748096
112562,565722
503623,397379
211685,408338
79998,134555
159866,94206
297484,48213
324676,220659
569360,446476
212859,1116374
468322,640124
8007,149040
238229,258599
255674,154885
28377,281243
401030,322953
155369,618500
288787,106205
808095,212572
842674,93049
312706,188391
804385,804400
691239,296311
429632,207757
238524,239034
449387,977499
8575,557602
523050,706497
259074,348753
436348,118870
614023,175940
612415,200231
170799,473094
523050,911879
195196,86555
667340,207429
12082,1289
1295036,1205405
271845,90654
537599,277794
1004961,278286
595624,173448
823545,184751
495095,50678
30544,461488
102778,300187
638689,90225
366908,219960
623,18961
125526,648680
737436,374031
579863,104430
194891,211260
212839,1116056
108094,174032
628891,176893
1188442,339795
942757,501318
1112593,210884
29896,323311
923176,192176
179436,76259
65013,435296
288617,270014
1597449,1052699
473220,254528
557080,527255
826394,509689
102416,506200
267684,153012
461219,560926
221934,1032446
570661,805084
1051166,562982
1183420,689727
11185,17253
406193,456531
143982,888166
1061853,179123
250509,1168162
113080,272289
27232,393080
174342,509855
70241,737798
512189,206946
788732,1000528
375139,430658
649428,1444063
396593,1143946
408639,406265
226341,913823
475775,543809
371725,536700
397041,1021278
297484,111573
569689,597975
300442,298458
83228,344511
636532,1092667
247240,584438
46323,12472
453900,279332
1399323,73697
360044,360047
776030,1402398
210576,236970
1543169,1609082
683496,951528
463289,916976
745876,467091
117452,830660
152495,242670
2170,58747
439336,332156
462594,1033021
810584,625053
749838,597128
94340,85367
1042454,171362
564833,1096044
257621,247231
883702,295438
615760,773766
460680,222512
1198730,423874
332151,89460
699340,310318
454784,748658
934853,482235
218024,126973
77521,133639
519962,537611
354793,310226
117625,496039
189351,784028
623246,173630
834714,192187
168518,33892
125315,124606
1322789,1486949
363878,251661
20503,102057
773893,628135
617871,707745
295442,719153
747582,213483
495241,683836
311847,62830
736009,239957
588243,517660
814585,397633
221566,89021
123227,205467
395994,101104
354462,734193
1040773,501089
417788,250452
232644,167853
456840,465067
159925,226673
72077,590723
1081800,1561980
378592,69251
145008,422224
705089,351363
1543,28399
319175,225076
337559,719927
136255,880312
1058110,622905
544727,141463
163263,508347
637780,954220
617031,604927
674975,153178
62297,114314
306632,1023028
66790,386198
951981,348056
472202,191447
1340761,857347
914038,675839
830190,153351
65299,628514
406285,358506
486113,267533
439076,88612
110045,266119
234675,867449
864001,305829
107731,434834
1280261,521014
316378,824367
987915,925870
296697,313332
981935,1472589
274761,1194348
511786,193050
250737,1014002
348312,506084
588443,465441
495373,950990
548751,640851
1031471,364193
15254,25542
354949,694386
112460,338314
181407,265631
97676,150180
396930,918913
751489,516018
106074,1145772
168710,941569
633171,70938
411305,29314
86930,50298
385969,839937
591009,109942
441461,826956
530937,297510
17669,234683
111407,463625
1262348,695458
127835,861717
174825,653772
408989,1019829
671238,128363
1002318,307512
523259,368067
38729,363157
23736,13886
720711,722947
953701,187765
909724,434122
826757,834830
362934,255297
254340,254282
989842,363802
214745,92009
1193611,958467
917279,1030806
732292,200115
487574,607097
595266,274995
610399,251634
383450,368488
38026,89267
658531,243746
1297242,1291660
499649,1013700
222206,91705
946177,1169226
403229,838685
382015,49321
533227,196393
259974,1178417
711057,451639
203041,1353175
49690,49620
594434,140659
895232,155204
380369,1295270
355259,102888
434375,62688
252066,200275
251995,315715
153513,93776
548356,502306
465891,378528
55217,32011
972000,140302
1227146,150422
1151823,1136103
490414,817125
485988,910244
590470,566857
681720,225681
26386,277457
1056811,1557000
388450,355444
798518,702757
160221,143347
399593,1309837
454670,279378
45986,568813
287593,471841
536017,683260
44885,30191
257937,130822
431731,134788
559731,781975
39803,493927
506131,856382
533374,277965
241506,539613
304706,379854
449857,185394
568089,183249
825208,826559
727828,1280526
594519,590049
326055,87050
124769,135823
339551,169144
999746,804832
496875,330467
160191,919798
444889,281706
207166,319983
497482,266323
451976,937593
378414,582264
345357,220917
156050,88234
466168,68602
14901,1571
1134141,224320
114781,568078
10622,792897
681295,61038
416448,717575
333966,663237
56665,377685
111001,111746
183355,692706
548719,43806
334381,536541
674759,59125
79374,368724
135290,24814
83885,314492
601260,233342
882730,738529
653773,538784
559892,560145
18278,217834
601871,50568
1083571,889038
269232,527289
776860,1102499
63649,160906
493598,433411
1226919,1487495
938416,677234
493176,700152
72917,441692
114018,235406
515896,472241
623729,469598
890020,1232845
485037,277934
463645,1349362
618904,420814
322540,1242458
1073629,92491
635702,903282
877336,139662
825801,177610
71802,883594
450863,888243
836042,358471
97896,467012
962626,135898
941872,1300521
17383,65547
626304,756848
1002301,1146874
425726,523997
4353,99275
336604,269311
323550,462504
733740,86140
821807,597900
551538,744885
24264,141871
1194479,657500
86542,616222
31967,32053
391015,465817
539599,184552
96467,96756
168223,405297
418181,537708
864879,811428
107764,587466
543676,102478
503095,537156
105695,716332
323144,167399
500994,863938
565279,373361
1340269,1122220
177496,1059147
171672,374578
216592,193268
1476136,1291647
717307,602158
451603,415836
645877,1352206
1082791,191840
371518,853843
643740,312460
242541,108398
566482,55316
1432806,643568
390383,1329158
31381,295762
187583,739126
731002,306676
254207,423433
29853,297443
355263,264502
428344,1328033
264113,555086
397011,174768
451128,264197
575803,482534
347842,733546
1138587,850326
459274,606253
874408,873825
759589,531728
1152516,302377
172736,889042
143803,688973
273306,191267
289092,192224
689954,570568
381413,186397
8058,176708
919761,747123
424075,42269
377522,491287
181948,385381
779720,946458
74073,251085
833622,412879
127466,407205
1045110,583570
933355,1157411
639195,1312724
1393039,536391
1235714,408946
167033,289844
73152,734510
259922,447366
265314,122581
275152,57565
602005,685668
28760,53347
674909,378174
1060873,615649
837409,461055
256119,116022
375087,200778
666296,93578
1472681,978948
21600,218509
292307,247579
92822,364028
619084,655645
67954,462856
465848,173839
415969,110449
581089,433858
561119,210640
665503,418058
1218817,1125874
778606,791365
170710,253533
457030,317445
215662,580673
725194,337388
983493,65501
221753,579318
206986,240566
30198,69167
249584,55152
302833,183315
449057,360815
481913,485545
159296,835822
76514,332394
54473,441669
249758,22371
44225,541002
247048,96526
1291023,690041
420448,450042
35078,25713
629844,676054
708094,65488
74696,381239
805984,31830
112148,111410
173897,612704
625370,1112393
901200,900628
259776,255367
1088280,573372
33554,45450
149911,992938
335597,514167
479922,677996
379116,1097946
83369,122681
261139,735280
595387,160812
800959,608145
329150,873242
973833,917466
858225,760850
477339,675054
558665,44815
53149,603397
787925,432644
24827,14752
535532,42348
611934,750007
372979,532906
1226030,903364
1192451,1582345
385997,234643
581145,355867
381747,309920
482272,462164
36469,6401
1198229,922889
1252942,426073
104231,5299
178476,336012
611834,438445
241554,241608
930588,550383
861675,1243836
595060,49465
210355,131005
291968,1232757
361024,186926
452722,562036
232076,876079
206982,6052
346333,1173891
410603,644551
524745,374635
946952,387292
233469,211775
16180,286411
823584,866919
178308,63887
974731,1538619
848051,796583
358054,413972
752614,642419
1110852,221658
361860,1161750
237676,42148
959246,1427518
14062,36683
46054,410933
366700,587857
166936,166283
98576,384479
574334,387122
256996,78649
417066,486820
167595,289519
817740,300448
436797,519201
445568,1131921
644593,259978
158518,168550
1170823,1089822
86913,625106
289737,685555
534997,457455
436289,436243
301250,499813
389099,389990
717266,862632
118477,478305
558252,764119
1564048,1121872
711123,100160
655878,1022127
108238,535248
645520,359973
374387,840527
179699,461109
76350,495129
449006,897538
329108,271512
507953,829730
852636,636154
786646,319177
158566,472664
724757,377294
25017,60411
99984,198317
513555,670868
1009743,1093580
63969,315964
267204,127719
507565,164376
303496,378581
714797,463013
644573,75372
242944,635078
617446,234353
121590,102881
981757,1059387
173850,93389
173766,228769
131009,29160
239395,122098
65405,385602
311080,1402581
1103456,227595
772826,732864
308001,349277
48278,73281
496937,989238
281872,672902
594053,1384444
778071,804879
198124,977325
482075,439623
191747,244163
535883,1113251
367632,206942
911097,180870
324499,155121
15628,177735
403993,432117
1572486,1230253
157701,339631
239219,1096813
231786,71352
904828,364506
319608,26636
1070650,882597
408431,215576
721775,783628
198398,882455
324241,239994
132338,288634
755310,384437
89468,147048
280309,292423
786579,79675
602106,225746
522165,324948
291447,167171
490556,1155097
224583,653535
628349,608669
58923,637849
594420,994700
424319,53831
210925,858299
781692,451603
569814,214120
84154,398373
359456,258557
44032,185393
377197,394083
1830,225581
271745,1190996
7975,20424
119689,680481
1379242,60566
123101,915839
54926,1258700
454033,465229
648524,769471
68319,32126
339069,69827
513222,788293
499146,499139
50647,509864
621684,271731
1025071,164190
227264,337755
1320351,1110394
72268,749795
174763,681000
886309,234765
827431,89462
239168,692624
1037756,533576
215318,215315
653388,422408
416851,216484
322094,424191
703840,633604
1303769,848551
40199,41980
714818,175987
545316,1318001
198993,116093
968227,598924
510955,609827
154247,39383
695340,808161
424097,131533
948792,150024
385414,386430
228334,134573
16873,113740
772032,131829
93896,219544
546187,584328
947412,1138632
740728,442244
1125602,1042401
91655,745447
480299,877784
339635,765231
229063,572434
648576,577939
609088,202203
186381,191336
152317,278468
844130,16078
18829,26805
951788,131963
111455,553180
359514,544984
1096221,779013
605334,533189
282686,467029
798832,158978
19403,21450
525478,416560
753164,307963
622009,633449
538455,244394
319788,98904
718284,880046
973962,992065
140620,262960
85230,146099
506134,572704
1315731,503122
141817,556091
349680,201788
312253,1171681
388431,26309
396452,576292
90067,526936
556306,130822
793097,7892
312615,921564
349555,150415
347920,697486
369998,371712
55697,250671
915,24451
102129,552315
251621,283673
793831,1493114
329795,412281
185636,612858
219493,255371
130025,675981
949978,501911
21148,21154
98383,859398
901693,335256
1080647,1080266
1039472,870404
93619,14960
97772,62707
672492,161672
703673,125704
168811,506295
211627,750739
575160,514635
542271,217554
489982,489984
26305,111536
51152,62041
1402405,48871
158861,656929
751885,154382
372757,275317
358164,187219
501665,693974
169267,446045
1319274,414290
355528,967295
425491,30683
292935,281915
580130,292492
780988,329030
10045,393045
68093,365180
411825,413228
1148481,1402834
388334,57686
575949,491394
50998,459657
263688,1123962
110157,278820
607312,151593
243059,1158893
217678,329811
958833,431745
338280,333109
87872,819621
216132,168292
233715,233720
17626,5953
579599,291701
121994,144956
161231,80020
189892,8609
859175,184656
1120754,580637
285215,200684
43409,382142
394439,79070
242782,95722
1090743,361057
331117,339726
1521712,1067620
295367,871240
368871,457993
1247219,594076
245732,185962
102576,490533
1170563,1323095
943407,509729
311992,762247
956771,1014983
35735,1491
80438,127807
496453,486136
318890,1086077
190812,561354
427028,125903
804001,504193
93765,266437
314619,225614
167173,208663
46133,369105
516498,245446
537713,118860
872787,1514015
801766,652563
291412,1096581
770251,770252
1465745,245722
617905,602207
316279,448623
1341591,1429085
573038,134109
604266,549474
270245,858037
290749,709013
535369,58079
816918,441289
116627,783186
612714,1049803
136972,863593
423039,182196
681398,85595
373849,1159354
310802,38092
1088149,707849
1241709,321730
206252,587313
951755,439696
67102,413451
238092,332568
567064,567388
30390,42708
17215,90252
165545,1528849
1120563,1214727
899894,364587
959106,929835
494058,334783
260368,108672
1539,55843
134116,129319
786460,482304
923574,923571
269951,384447
278264,637458
43962,409610
757768,73984
746624,490816
158500,721216
1016137,867765
871452,1513807
213383,771763
865275,155091
229011,142165
678179,185379
199615,180954
1205942,858225
496166,150608
334515,246855
418234,288874
103030,64838
135437,292094
476901,664188
1577880,1210484
480218,694084
175408,111622
522586,421788
448,582
239944,1063436
406365,79800
811418,173570
186210,526510
179600,211932
45834,565627
196675,705736
296014,418972
217610,778056
312987,533490
762897,301494
778227,271670
698360,1133250
60065,339849
308921,239916
683324,200642
419237,638867
232518,59010
532414,311278
1008446,996061
149555,566347
109497,340991
292450,662286
67189,719850
83846,802456
204147,780272
699955,251164
871143,290645
542245,199085
394539,260277
467319,751372
457507,621525
403985,605537
543843,1396271
989764,202176
254753,122690
163275,229550
43958,293415
98057,118343
1204976,1100947
685872,61526
5026,92136
229846,547973
8463,8877
535989,535990
259379,348307
226101,776941
188659,115687
376136,443346
433458,96848
628817,1014245
369952,62369
359685,840598
68891,731200
454296,487522
146484,144454
35322,211651
702757,82838
470484,521534
930877,405435
309092,1201906
440809,797195
35227,16146
41258,262582
73004,106667
748547,144723
699998,540102
480170,205159
417654,555496
188086,1162792
61678,334183
250355,100225
156699,39687
535002,327426
60521,60520
261342,1088335
66654,2746
44989,109003
194192,156345
175529,247701
367962,113702
418504,769525
478710,148204
346829,176258
127480,247672
600806,52944
75871,256935
919251,539613
8999,196738
422956,173492
914659,590934
495091,102568
55397,31099
495427,118780
392555,392647
70991,21097
30685,28134
577143,264739
658996,672399
339986,654366
600111,251773
465512,304412
257705,91879
358041,251163
240390,116065
94159,97169
266581,54076
822944,521555
390409,806987
1042005,1100057
35987,12449
341041,293882
617121,1118608
494448,1087990
630286,630150
1038010,636526
1424,97844
104698,90644
1145811,1162652
362330,342476
982896,145284
529400,1252908
636845,604097
149521,318757
189110,1078783
942485,129852
745585,720682
50941,42567
307441,281621
206858,715722
134377,112722
717692,691776
786660,201527
147910,697459
7463,682675
338883,601448
21930,23550
35913,228702
138687,332439
147071,276263
37005,173475
138989,887985
440970,1336334
366442,399863
1201566,1243977
270635,450903
623713,913601
691367,399401
270531,272804
1562605,1156149
697736,625472
12096,271467
665172,194253
262896,190893
1013236,985373
101057,405059
125243,669940
228777,1399515
782057,922676
69605,761023
69786,22950
229640,149760
887689,329043
112952,63952
17903,304741
338387,540795
343311,323630
417623,233520
24275,301019
75254,698324
253158,189706
53736,112127
199822,672371
257388,13656
777477,1373927
542811,656485
515060,378341
103899,93196
12254,11956
69497,89598
1127637,117712
336608,758569
359201,533227
1334605,1550692
193892,619260
156432,304299
1079684,579934
780591,642219
460000,1147469
102999,489271
94062,318317
99300,425958
1096821,1213178
99930,397527
219480,231902
24727,199648
20819,5961
257202,257361
178469,385705
1173117,782970
540772,167294
95486,94605
138296,285465
649209,172743
131892,14275
32047,267498
307606,349389
312824,34950
102363,743795
634785,740176
18054,25681
69629,626726
646573,289998
778638,78681
575453,1115607
816121,321231
31459,408219
1086177,720162
53839,626707
83398,33198
817364,117455
158075,1011129
199760,445046
477824,701969
245337,94367
159147,644698
171469,55880
526383,526555
73739,83777
144993,184202
174669,467894
616272,362841
130396,705394
298617,390917
136069,6144
457478,104939
313901,56416
85342,277965
909802,1055324
164099,403703
116950,170314
188138,413580
766045,906362
553719,1400564
198018,363025
270893,124857
1018425,766663
1127651,522546
346040,1037190
671182,59995
224506,361401
268780,452589
92253,145953
165790,7669
242925,635569
139458,108087
439015,32150
334898,190826
237891,262640
848959,164577
930227,955282
237488,605375
569384,569174
377889,106254
362707,377574
900542,1521052
3067,16717
129497,5624
207276,439414
536633,1234664
452294,857589
364653,841702
363922,451892
145716,706945
210813,414851
129991,157436
791335,456646
37161,486878
759782,489058
947060,781180
536240,419699
291327,460670
191821,5867
372318,245801
801576,289475
390086,386698
608658,928464
656846,301364
411113,955427
591569,557383
1470201,951593
1162153,428681
979722,143972
187494,1010343
218315,496945
644541,1119265
522836,45612
497091,756843
609178,736651
591547,1630008
295392,183256
132844,120800
586832,311000
409421,285748
1011435,1298375
178428,119584
290987,671600
339320,107943
1027660,272335
853514,258387
66663,442994
270015,240679
686107,1425913
133016,525668
318797,603969
338910,343934
305944,445951
958358,453783
268018,80050
511279,922348
1072631,202458
46000,24149
210734,904805
425224,64996
829421,158956
1375844,240973
325476,733155
116412,269476
304834,18077
885808,183558
190772,243940
1190652,730429
613053,613057
451011,54690
41877,338000
583618,711795
350773,480987
350693,346283
239461,245507
76931,426352
210035,331391
410317,317111
873917,743405
304585,354799
168037,207286
193281,235213
338950,337957
1080521,645792
534098,158898
702115,506697
305899,556917
117681,409428
229005,498436
1224988,1054854
376820,610391
860530,189757
213189,133115
830974,390722
329460,476265
368894,109905
742105,537672
255678,143778
652295,402508
179489,408288
273074,475607
158567,894872
509702,951901
532823,1391011
703364,64268
687877,346665
704964,572399
342283,311288
93083,393805
824805,563488
604361,977953
1241158,837862
833466,1503867
527270,81060
498641,92321
1294679,1428095
273987,703204
796450,909022
193887,362461
113469,399682
229945,587271
153539,369398
1220540,1189218
1582442,1193511
718269,881488
811318,747302
323756,303092
431388,547010
547292,104027
110827,83324
237374,47967
75401,3220
273712,498067
412248,158791
58509,78834
115626,333142
615166,978563
394129,315413
1144208,457597
620765,207229
701955,63719
352788,291482
148193,132139
790447,80474
591870,192187
493454,496704
172248,490031
260896,995880
213662,563192
162344,50716
640834,726165
227205,437002
345136,658859
495128,87084
264634,513163
438544,472522
798793,287777
363700,90960
190826,930662
655033,671064
528778,144332
17072,88986
347169,275593
879027,557433
73906,636188
328835,666982
761930,74472
483045,200063
108077,108151
235689,579417
514123,523966
407949,82571
544611,164824
612018,885354
182130,356646
578350,342544
567909,964608
804906,388287
1304341,393103
818858,475334
492569,358249
885327,591188
637881,168903
55092,285011
349359,662357
70077,400419
289226,81093
1130288,483265
172246,312278
663088,522277
438439,319926
59754,283529
74048,759191
329285,42120
1373234,519097
871003,1320838
455717,666670
635863,144011
148372,6228
696518,63244
398729,542857
63762,209180
19195,34841
189484,258285
15076,279963
435022,374625
935972,1408018
158451,30774
411507,103676
95711,81134
314529,559238
40521,162159
408993,957460
690900,474181
123470,547943
854905,331242
1010439,805755
850753,379567
2401,41482
69484,44893
215686,325237
480619,605408
574939,814933
358359,295372
959640,589472
419000,694481
501900,906247
1455235,1459800
726619,1210417
12257,237921
504339,443291
1366576,161167
102442,470738
322089,523335
764096,1409636
216774,85207
523934,1135917
158305,824515
86120,364808
96378,697435
89595,140485
226157,668129
333666,223118
876383,417673
148130,439437
547004,43597
838617,281786
237408,71265
874530,141416
850730,874391
377257,644328
332524,1013464
138052,145374
260320,882192
617303,724047
219589,10907
1039663,562536
105841,236320
797956,546627
529352,631742
1014728,410401
602965,723175
122209,926782
324044,324237
1054508,926861
709722,605285
236220,62841
279407,787428
802206,84027
340070,128503
155832,155573
964141,598813
144014,723449
553891,97969
79460,79217
396788,589408
101464,286214
796712,296595
538380,505035
1130967,695494
936291,789975
542552,161079
599727,740947
1398495,863420
239842,888028
6864,78563
164618,490511
331082,407509
978867,446243
522584,318267
205835,53693
445047,66709
1070381,421048
649362,598991
57185,654101
653565,409556
80253,368764
136063,494259
616712,1033615
347718,1257366
709704,65732
1589276,1332350
318374,19499
740023,839905
232291,157943
515995,97090
396928,682112
63782,74969
584751,1268038
344429,752279
387373,833151
660288,1137761
16716,87704
346010,214422
675873,1046789
1300761,1027783
497718,544396
171880,150454
167424,467523
264735,61191
169241,1025347
556658,1432097
81120,47303
21691,345268
76659,69888
324991,79110
78483,179071
126645,1121710
284710,525327
880004,594631
850953,454274
520880,454894
18061,305913
83167,4000
336231,349885
857387,125382
739609,683360
191297,833895
516576,696646
558546,78681
214226,98407
763200,352220
538409,389832
22367,349044
823876,509299
810045,37008
58161,309435
146763,985927
173580,231607
178119,397184
214293,215136
214034,134684
164810,951574
413814,175361
650755,200526
353758,19113
1021581,1549073
419059,580779
637181,1032861
919023,743291
155833,63687
681956,485124
215450,537494
476948,121124
904454,856921
73347,2933
223038,59209
30884,72746
995459,151149
512019,461340
491415,471837
911227,445282
691322,1094241
208937,10087
63894,275047
757320,487455
43013,318242
50086,601607
1152234,793486
368786,377868
431158,335217
557114,438212
165725,186921
24981,7665
52513,26786
194980,431263
1536279,964569
490177,125627
65943,592805
75750,429570
335487,267649
6270,71057
224112,779397
529623,143185
634066,780119
724135,510802
544681,544722
646101,315710
638469,780240
59538,171141
846870,1120991
16315,23879
32330,13540
1078025,694883
249906,87544
636356,468763
1394823,1284668
119685,172448
1341621,1342137
1610971,1403787
25723,383725
110663,114477
472204,933971
510313,267903
1012733,629989
1247415,1177662
351451,347114
1098219,1014302
351276,48366
86938,422582
338842,194125
490058,130450
21765,21833
796562,693615
51145,224352
1212799,1154928
585363,315487
559358,1367823
26266,45684
190931,1080799
232148,1124814
106050,333962
89191,470620
1067205,506415
841876,1216410
151598,245158
201438,392277
440676,1123319
1357916,663528
785968,113131
265184,355254
241393,452385
501333,907170
204643,144270
1294154,1019552
115054,266541
41368,526477
159571,101960
256941,248700
149102,302641
53187,460373
360147,555528
42507,258741
697707,863904
415586,261394
514092,768092
658861,731749
70060,72826
422618,258401
1036045,388957
546407,918242
72851,166760
156085,565515
489233,481105
317021,86972
40330,536647
57131,395488
260866,13849
884993,107662
417776,583878
72268,335678
1106172,527069
708613,86954
1261371,342499
62261,48379
894310,283981
433423,113822
84873,519758
154153,654275
1217134,897118
98957,68647
873764,222954
715171,1149975
71380,88982
535742,95835
675754,644765
247928,446084
1074660,489486
967125,657383
10101,96978
99057,253154
242258,595148
1490626,785591
400922,488739
655395,335968
1164686,450107
2555,179970
119697,117839
461400,456088
504106,396017
927135,244132
635062,495161
63688,258664
229692,189442
66592,402675
87067,991193
96884,94490
1046911,1113543
477122,372760
396137,564981
1089265,1088903
601842,306186
238458,240056
255099,243394
99991,250248
1534822,72526
421599,49243
700901,109325
53510,623433
849217,758802
566624,566628
162884,580748
370738,202792
413992,768135
1081098,667180
450054,181278
303666,299754
428373,164488
315434,493173
234390,661131
1128980,361290
363232,361216
140883,973292
563350,699242
50583,458327
184133,10399
502143,520675
888733,491453
57009,302787
24843,19195
609463,348195
437567,437570
240800,111326
576483,432164
81299,793375
638359,236520
314036,178937
89290,591084
873199,278798
528566,740251
226843,229062
126209,805342
193545,703563
615809,467521
111609,118471
86880,286844
283210,340962
224930,614163
1217510,296110
32568,440909
54298,397502
723450,311438
183087,471779
58990,330478
270876,730367
166798,109435
267247,355615
35074,3813
345295,345710
552685,708065
646911,56188
368166,585302
644573,644536
139330,139332
323981,286000
46092,45853
341019,271951
494390,1303391
197226,335928
958541,289243
279338,35411
272189,1192009
124412,38554
260188,867198
131355,150084
816423,609897
636180,123089
434817,254385
779473,1067964
250239,905608
1339890,21438
53484,307404
1228,1087
101642,501663
603231,1034035
298202,192863
224199,224230
423777,401269
744085,593227
942711,1627977
45036,296956
719112,149263
403966,423549
536762,42602
488280,662466
553138,555808
713914,449152
574989,1235821
217544,117435
461231,777841
466895,705791
1559570,1512793
293777,441413
360610,87006
325831,458136
562504,337171
223743,470533
446274,325184
519453,532004
553931,665570
169462,192931
40012,624
20179,685272
304378,411671
77484,845169
545391,363307
596751,126873
706769,185156
761397,427694
275439,292802
367437,147708
387274,398348
282676,677764
646823,580558
336695,920033
158446,225092
300792,463654
299104,488315
862508,552651
444106,672953
235914,465555
1281438,1118914
106936,106748
1091929,197722
138334,131000
383772,1022352
610949,477151
750603,364812
62266,487911
392084,158573
115142,380960
325080,157280
338857,39548
97478,278055
821802,425831
632615,546796
296522,839738
339661,392780
302110,7678
16894,278287
202632,3111
317750,824251
1199867,1043683
4967,9855
413972,848601
14679,6570
646713,1274588
28861,217372
59512,144661
233952,89267
1123826,249627
633348,479082
216214,723605
81329,240587
1041636,384629
170571,313953
3130,574296
971579,692939
313083,417844
449199,54006
625499,106937
355532,495908
1133685,1099787
135008,52713
204097,204210
26947,972933
885601,881861
706176,644191
452235,784356
380279,337452
861800,1166379
940701,589712
74845,1891
1217368,412652
3164,45946
1995,32255
610967,744024
954227,983521
346189,344567
343597,449010
486812,352768
555975,413974
40586,1933
660435,1086822
214071,652721
930351,772312
820367,763230
73273,168901
422929,686438
99228,100738
480608,434526
103052,685924
4766,88601
409225,297860
342195,340415
125464,636477
144792,112261
440173,286201
742979,594375
81411,27732
88965,151133
285874,285817
1179020,917084
899678,482280
641197,739333
119499,261006
102498,177860
176046,285938
104727,104523
499689,377171
108889,811271
135699,579939
130948,204924
504479,1002164
114348,414094
224886,1133612
7998,138198
480330,407389
219296,260039
408532,749437
263144,233264
1158725,1158724
114773,645509
467352,109836
145118,411628
292778,409687
564338,932534
545663,459674
550851,362128
236827,11802
21065,93704
777,23477
214876,1120849
66785,59027
25985,140719
753676,988253
803396,1000432
502348,1372264
211076,123153
388367,368604
563525,118837
926065,316220
84745,260743
174944,193777
308158,733005
1308641,1286298
871337,612703
74261,470874
713299,606273
84505,307835
190762,133654
281928,26923
652437,118090
19469,45549
997168,251199
1097251,959454
